record_date,transaction_type,transaction_today_amt
2025-03-27,Deposits,454136
2025-03-27,Withdrawals,524776
2025-03-28,Deposits,102675
2025-03-28,Withdrawals,60397
2025-03-31,Deposits,525055
2025-03-31,Withdrawals,317057
2025-04-01,Deposits,500554
2025-04-01,Withdrawals,712411
2025-04-02,Deposits,54216
2025-04-02,Withdrawals,50683
2025-04-03,Deposits,577723
2025-04-03,Withdrawals,588244
2025-04-04,Deposits,39224
2025-04-04,Withdrawals,49164
2025-04-07,Deposits,70195
2025-04-07,Withdrawals,32998
2025-04-08,Deposits,576690
2025-04-08,Withdrawals,503399
2025-04-09,Deposits,52732
2025-04-09,Withdrawals,115621
2025-04-10,Deposits,521737
2025-04-10,Withdrawals,523181
2025-04-11,Deposits,100946
2025-04-11,Withdrawals,68876
2025-04-14,Deposits,210876
2025-04-14,Withdrawals,40533
2025-04-15,Deposits,1098977
2025-04-15,Withdrawals,729402
2025-04-16,Deposits,179704
2025-04-16,Withdrawals,103051
2025-04-17,Deposits,649505
2025-04-17,Withdrawals,727089
2025-04-18,Deposits,62001
2025-04-18,Withdrawals,37230
2025-04-21,Deposits,87135
2025-04-21,Withdrawals,59015
2025-04-22,Deposits,550239
2025-04-22,Withdrawals,589761
2025-04-23,Deposits,65141
2025-04-23,Withdrawals,126188
2025-04-24,Deposits,490257
2025-04-24,Withdrawals,517055
2025-04-25,Deposits,57736
2025-04-25,Withdrawals,39882
2025-04-28,Deposits,92717
2025-04-28,Withdrawals,40103
2025-04-29,Deposits,509001
2025-04-29,Withdrawals,471591
2025-04-30,Deposits,615470
2025-04-30,Withdrawals,493566
2025-05-01,Deposits,556739
2025-05-01,Withdrawals,725868
2025-05-02,Deposits,46297
2025-05-02,Withdrawals,83782
2025-05-05,Deposits,66699
2025-05-05,Withdrawals,34691
2025-05-06,Deposits,471840
2025-05-06,Withdrawals,485036
2025-05-07,Deposits,59796
2025-05-07,Withdrawals,35583
2025-05-08,Deposits,473985
2025-05-08,Withdrawals,513250
2025-05-09,Deposits,32976
2025-05-09,Withdrawals,39939
2025-05-12,Deposits,64985
2025-05-12,Withdrawals,43745
2025-05-13,Deposits,517900
2025-05-13,Withdrawals,503328
2025-05-14,Deposits,38814
2025-05-14,Withdrawals,95249
2025-05-15,Deposits,943405
2025-05-15,Withdrawals,1074971
2025-05-16,Deposits,55612
2025-05-16,Withdrawals,39503
2025-05-19,Deposits,67737
2025-05-19,Withdrawals,30732
2025-05-20,Deposits,466459
2025-05-20,Withdrawals,489822
2025-05-21,Deposits,40231
2025-05-21,Withdrawals,111514
2025-05-22,Deposits,505895
2025-05-22,Withdrawals,510169
2025-05-23,Deposits,34175
2025-05-23,Withdrawals,40390
2025-05-27,Deposits,512344
2025-05-27,Withdrawals,498667
2025-05-28,Deposits,22749
2025-05-28,Withdrawals,104457
2025-05-29,Deposits,483586
2025-05-29,Withdrawals,557152
2025-05-30,Deposits,128728
2025-05-30,Withdrawals,225534
2025-06-02,Deposits,555121
2025-06-02,Withdrawals,379281
2025-06-03,Deposits,431578
2025-06-03,Withdrawals,544429
2025-06-04,Deposits,39518
2025-06-04,Withdrawals,53069
2025-06-05,Deposits,434097
2025-06-05,Withdrawals,484742
2025-06-06,Deposits,32741
2025-06-06,Withdrawals,44919
2025-06-09,Deposits,66698
2025-06-09,Withdrawals,38624
2025-06-10,Deposits,398879
2025-06-10,Withdrawals,497654
2025-06-11,Deposits,54794
2025-06-11,Withdrawals,119560
2025-06-12,Deposits,553298
2025-06-12,Withdrawals,585733
2025-06-13,Deposits,99736
2025-06-13,Withdrawals,45195
2025-06-16,Deposits,465215
2025-06-16,Withdrawals,148767
2025-06-17,Deposits,412886
2025-06-17,Withdrawals,487215
2025-06-18,Deposits,59234
2025-06-18,Withdrawals,109809
2025-06-20,Deposits,457935
2025-06-20,Withdrawals,492598
2025-06-23,Deposits,74832
2025-06-23,Withdrawals,58732
2025-06-24,Deposits,453365
2025-06-24,Withdrawals,486366
2025-06-25,Deposits,49556
2025-06-25,Withdrawals,96540
2025-06-26,Deposits,438730
2025-06-26,Withdrawals,498204
