record_date,transaction_type,transaction_today_amt
2023-09-06,Deposits,34407
2023-09-06,Withdrawals,54417
2023-09-07,Deposits,525647
2023-09-07,Withdrawals,469299
2023-09-08,Deposits,41820
2023-09-08,Withdrawals,41368
2023-09-11,Deposits,92501
2023-09-11,Withdrawals,44428
2023-09-12,Deposits,452635
2023-09-12,Withdrawals,405351
2023-09-13,Deposits,98872
2023-09-13,Withdrawals,139522
2023-09-14,Deposits,506216
2023-09-14,Withdrawals,392225
2023-09-15,Deposits,436476
2023-09-15,Withdrawals,332132
2023-09-18,Deposits,143033
2023-09-18,Withdrawals,49083
2023-09-19,Deposits,437266
2023-09-19,Withdrawals,422244
2023-09-20,Deposits,87135
2023-09-20,Withdrawals,126841
2023-09-21,Deposits,446395
2023-09-21,Withdrawals,403672
2023-09-22,Deposits,53176
2023-09-22,Withdrawals,78205
2023-09-25,Deposits,96736
2023-09-25,Withdrawals,49127
2023-09-26,Deposits,444402
2023-09-26,Withdrawals,426655
2023-09-27,Deposits,50891
2023-09-27,Withdrawals,137100
2023-09-28,Deposits,417949
2023-09-28,Withdrawals,425400
2023-09-29,Deposits,188464
2023-09-29,Withdrawals,276984
2023-10-02,Deposits,399346
2023-10-02,Withdrawals,357253
2023-10-03,Deposits,450867
2023-10-03,Withdrawals,456088
2023-10-04,Deposits,39827
2023-10-04,Withdrawals,32560
2023-10-05,Deposits,527237
2023-10-05,Withdrawals,484788
2023-10-06,Deposits,32099
2023-10-06,Withdrawals,28997
2023-10-10,Deposits,511611
2023-10-10,Withdrawals,427094
2023-10-11,Deposits,33349
2023-10-11,Withdrawals,95341
2023-10-12,Deposits,479872
2023-10-12,Withdrawals,511848
2023-10-13,Deposits,60844
2023-10-13,Withdrawals,49832
2023-10-16,Deposits,376084
2023-10-16,Withdrawals,149165
2023-10-17,Deposits,512416
2023-10-17,Withdrawals,429385
2023-10-18,Deposits,44961
2023-10-18,Withdrawals,77746
2023-10-19,Deposits,472235
2023-10-19,Withdrawals,497340
2023-10-20,Deposits,28685
2023-10-20,Withdrawals,46114
2023-10-23,Deposits,58314
2023-10-23,Withdrawals,28471
2023-10-24,Deposits,505311
2023-10-24,Withdrawals,434074
2023-10-25,Deposits,40043
2023-10-25,Withdrawals,85368
2023-10-26,Deposits,469974
2023-10-26,Withdrawals,495251
2023-10-27,Deposits,30560
2023-10-27,Withdrawals,44097
2023-10-30,Deposits,56241
2023-10-30,Withdrawals,36929
2023-10-31,Deposits,908420
2023-10-31,Withdrawals,919532
2023-11-01,Deposits,72933
2023-11-01,Withdrawals,231743
2023-11-02,Deposits,580755
2023-11-02,Withdrawals,510515
2023-11-03,Deposits,28897
2023-11-03,Withdrawals,78399
2023-11-06,Deposits,49143
2023-11-06,Withdrawals,27559
2023-11-07,Deposits,493171
2023-11-07,Withdrawals,455683
2023-11-08,Deposits,32362
2023-11-08,Withdrawals,91276
2023-11-09,Deposits,473210
2023-11-09,Withdrawals,514403
2023-11-10,Deposits,20737
2023-11-10,Withdrawals,20790
2023-11-13,Deposits,59952
2023-11-13,Withdrawals,31900
2023-11-14,Deposits,500562
2023-11-14,Withdrawals,470806
2023-11-15,Deposits,275370
2023-11-15,Withdrawals,478892
2023-11-16,Deposits,502556
2023-11-16,Withdrawals,443987
2023-11-17,Deposits,32632
2023-11-17,Withdrawals,25907
2023-11-20,Deposits,52086
2023-11-20,Withdrawals,29795
2023-11-21,Deposits,496982
2023-11-21,Withdrawals,468121
2023-11-22,Deposits,40692
2023-11-22,Withdrawals,111080
2023-11-24,Deposits,548898
2023-11-24,Withdrawals,452460
2023-11-27,Deposits,51875
2023-11-27,Withdrawals,27353
2023-11-28,Deposits,466240
2023-11-28,Withdrawals,471762
2023-11-29,Deposits,36837
2023-11-29,Withdrawals,31149
2023-11-30,Deposits,918821
2023-11-30,Withdrawals,908255
2023-12-01,Deposits,66130
2023-12-01,Withdrawals,247434
2023-12-04,Deposits,57568
2023-12-04,Withdrawals,30585
2023-12-05,Deposits,454248
2023-12-05,Withdrawals,488145
2023-12-06,Deposits,36834
2023-12-06,Withdrawals,30959
2023-12-07,Deposits,444594
2023-12-07,Withdrawals,443560
2023-12-08,Deposits,29698
2023-12-08,Withdrawals,39447
2023-12-11,Deposits,60297
2023-12-11,Withdrawals,41471
2023-12-12,Deposits,458100
2023-12-12,Withdrawals,508446
2023-12-13,Deposits,52619
2023-12-13,Withdrawals,86501
2023-12-14,Deposits,493937
2023-12-14,Withdrawals,459075
2023-12-15,Deposits,359067
2023-12-15,Withdrawals,174950
2023-12-18,Deposits,96956
2023-12-18,Withdrawals,30792
2023-12-19,Deposits,457842
2023-12-19,Withdrawals,502038
2023-12-20,Deposits,47632
2023-12-20,Withdrawals,84377
2023-12-21,Deposits,459265
2023-12-21,Withdrawals,456390
2023-12-22,Deposits,47551
2023-12-22,Withdrawals,51244
2023-12-26,Deposits,510160
2023-12-26,Withdrawals,488055
2023-12-27,Deposits,26304
2023-12-27,Withdrawals,86914
2023-12-28,Deposits,563112
2023-12-28,Withdrawals,539299
2023-12-29,Deposits,171172
2023-12-29,Withdrawals,83939
2024-01-02,Deposits,898596
2024-01-02,Withdrawals,903098
2024-01-03,Deposits,32837
2024-01-03,Withdrawals,78590
2024-01-04,Deposits,485580
2024-01-04,Withdrawals,466152
2024-01-05,Deposits,29429
2024-01-05,Withdrawals,39819
2024-01-08,Deposits,61123
2024-01-08,Withdrawals,39956
2024-01-09,Deposits,457402
2024-01-09,Withdrawals,475723
2024-01-10,Deposits,41287
2024-01-10,Withdrawals,84395
2024-01-11,Deposits,550445
2024-01-11,Withdrawals,545548
2024-01-12,Deposits,59609
2024-01-12,Withdrawals,48713
2024-01-16,Deposits,839935
2024-01-16,Withdrawals,720839
2024-01-17,Deposits,41953
2024-01-17,Withdrawals,85475
2024-01-18,Deposits,494510
2024-01-18,Withdrawals,462217
2024-01-19,Deposits,39386
2024-01-19,Withdrawals,38735
2024-01-22,Deposits,73214
2024-01-22,Withdrawals,48162
2024-01-23,Deposits,492128
2024-01-23,Withdrawals,461094
2024-01-24,Deposits,74040
2024-01-24,Withdrawals,79838
2024-01-25,Deposits,572455
2024-01-25,Withdrawals,542658
2024-01-26,Deposits,32085
2024-01-26,Withdrawals,33387
2024-01-29,Deposits,64004
2024-01-29,Withdrawals,35193
2024-01-30,Deposits,503372
2024-01-30,Withdrawals,464440
2024-01-31,Deposits,490678
2024-01-31,Withdrawals,486269
2024-02-01,Deposits,550979
2024-02-01,Withdrawals,654624
2024-02-02,Deposits,33440
2024-02-02,Withdrawals,88401
2024-02-05,Deposits,63066
2024-02-05,Withdrawals,34828
2024-02-06,Deposits,514390
2024-02-06,Withdrawals,473228
2024-02-07,Deposits,35685
2024-02-07,Withdrawals,34295
2024-02-08,Deposits,494199
2024-02-08,Withdrawals,471400
2024-02-09,Deposits,25245
2024-02-09,Withdrawals,27314
2024-02-12,Deposits,58782
2024-02-12,Withdrawals,32655
2024-02-13,Deposits,511225
2024-02-13,Withdrawals,480518
2024-02-14,Deposits,36197
2024-02-14,Withdrawals,93146
2024-02-15,Deposits,776196
2024-02-15,Withdrawals,902186
2024-02-16,Deposits,62267
2024-02-16,Withdrawals,40539
2024-02-20,Deposits,575320
2024-02-20,Withdrawals,491560
2024-02-21,Deposits,26233
2024-02-21,Withdrawals,91979
2024-02-22,Deposits,605282
2024-02-22,Withdrawals,663691
2024-02-23,Deposits,96466
2024-02-23,Withdrawals,40608
2024-02-26,Deposits,64727
2024-02-26,Withdrawals,34860
2024-02-27,Deposits,515583
2024-02-27,Withdrawals,503103
2024-02-28,Deposits,33264
2024-02-28,Withdrawals,115233
2024-02-29,Deposits,912342
2024-02-29,Withdrawals,773488
2024-03-01,Deposits,85770
2024-03-01,Withdrawals,263690
2024-03-04,Deposits,75311
2024-03-04,Withdrawals,40767
2024-03-05,Deposits,516299
2024-03-05,Withdrawals,513819
2024-03-06,Deposits,41331
2024-03-06,Withdrawals,53530
2024-03-07,Deposits,475222
2024-03-07,Withdrawals,464372
2024-03-08,Deposits,33819
2024-03-08,Withdrawals,36399
2024-03-11,Deposits,76022
2024-03-11,Withdrawals,32558
2024-03-12,Deposits,513205
2024-03-12,Withdrawals,518550
2024-03-13,Deposits,35592
2024-03-13,Withdrawals,106304
2024-03-14,Deposits,484057
2024-03-14,Withdrawals,482407
2024-03-15,Deposits,296969
2024-03-15,Withdrawals,187008
2024-03-18,Deposits,120348
2024-03-18,Withdrawals,36738
2024-03-19,Deposits,517895
2024-03-19,Withdrawals,520538
2024-03-20,Deposits,36376
2024-03-20,Withdrawals,100521
2024-03-21,Deposits,548290
2024-03-21,Withdrawals,567682
2024-03-22,Deposits,38334
2024-03-22,Withdrawals,34066
2024-03-25,Deposits,64791
2024-03-25,Withdrawals,31505
2024-03-26,Deposits,484999
2024-03-26,Withdrawals,521081
2024-03-27,Deposits,42379
2024-03-27,Withdrawals,105161
2024-03-28,Deposits,477935
2024-03-28,Withdrawals,481144
2024-03-29,Deposits,55865
2024-03-29,Withdrawals,46638
2024-04-01,Deposits,535426
2024-04-01,Withdrawals,503529
2024-04-02,Deposits,469290
2024-04-02,Withdrawals,531632
2024-04-03,Deposits,42080
2024-04-03,Withdrawals,96525
2024-04-04,Deposits,446543
2024-04-04,Withdrawals,491793
2024-04-05,Deposits,33652
2024-04-05,Withdrawals,33275
2024-04-08,Deposits,70189
2024-04-08,Withdrawals,32827
2024-04-09,Deposits,449135
2024-04-09,Withdrawals,523618
2024-04-10,Deposits,62609
2024-04-10,Withdrawals,101181
2024-04-11,Deposits,485446
2024-04-11,Withdrawals,495087
2024-04-12,Deposits,156965
2024-04-12,Withdrawals,42348
2024-04-15,Deposits,615906
2024-04-15,Withdrawals,271920
2024-04-16,Deposits,544304
2024-04-16,Withdrawals,526329
2024-04-17,Deposits,147196
2024-04-17,Withdrawals,99345
2024-04-18,Deposits,579049
2024-04-18,Withdrawals,577828
2024-04-19,Deposits,52089
2024-04-19,Withdrawals,34244
2024-04-22,Deposits,85667
2024-04-22,Withdrawals,52617
2024-04-23,Deposits,503852
2024-04-23,Withdrawals,504398
2024-04-24,Deposits,55516
2024-04-24,Withdrawals,108189
2024-04-25,Deposits,466789
2024-04-25,Withdrawals,509616
2024-04-26,Deposits,47504
2024-04-26,Withdrawals,43567
2024-04-29,Deposits,78872
2024-04-29,Withdrawals,39558
2024-04-30,Deposits,993723
2024-04-30,Withdrawals,928051
2024-05-01,Deposits,89893
2024-05-01,Withdrawals,233864
2024-05-02,Deposits,472202
2024-05-02,Withdrawals,507898
2024-05-03,Deposits,43861
2024-05-03,Withdrawals,82827
2024-05-06,Deposits,56840
2024-05-06,Withdrawals,29333
2024-05-07,Deposits,436391
2024-05-07,Withdrawals,479036
2024-05-08,Deposits,35004
2024-05-08,Withdrawals,92470
2024-05-09,Deposits,465747
2024-05-09,Withdrawals,490872
2024-05-10,Deposits,26935
2024-05-10,Withdrawals,45105
2024-05-13,Deposits,59545
2024-05-13,Withdrawals,33006
2024-05-14,Deposits,468159
2024-05-14,Withdrawals,473694
2024-05-15,Deposits,334118
2024-05-15,Withdrawals,533226
2024-05-16,Deposits,593458
2024-05-16,Withdrawals,571923
2024-05-17,Deposits,37389
2024-05-17,Withdrawals,21993
2024-05-20,Deposits,52379
2024-05-20,Withdrawals,26083
2024-05-21,Deposits,465531
2024-05-21,Withdrawals,464161
2024-05-22,Deposits,50359
2024-05-22,Withdrawals,105415
2024-05-23,Deposits,468247
2024-05-23,Withdrawals,482764
2024-05-24,Deposits,26107
2024-05-24,Withdrawals,37450
2024-05-28,Deposits,508275
2024-05-28,Withdrawals,466411
2024-05-29,Deposits,27943
2024-05-29,Withdrawals,33680
2024-05-30,Deposits,458464
2024-05-30,Withdrawals,492392
2024-05-31,Deposits,549317
2024-05-31,Withdrawals,509582
2024-06-03,Deposits,95359
2024-06-03,Withdrawals,108497
2024-06-04,Deposits,427740
2024-06-04,Withdrawals,451155
2024-06-05,Deposits,38694
2024-06-05,Withdrawals,33363
2024-06-06,Deposits,420207
2024-06-06,Withdrawals,465347
2024-06-07,Deposits,29910
2024-06-07,Withdrawals,40386
2024-06-10,Deposits,65438
2024-06-10,Withdrawals,35840
2024-06-11,Deposits,433244
2024-06-11,Withdrawals,479424
2024-06-12,Deposits,53217
2024-06-12,Withdrawals,87229
2024-06-13,Deposits,538491
2024-06-13,Withdrawals,542866
2024-06-14,Deposits,105027
2024-06-14,Withdrawals,48472
2024-06-17,Deposits,462912
2024-06-17,Withdrawals,170299
2024-06-18,Deposits,445455
2024-06-18,Withdrawals,526362
2024-06-20,Deposits,462822
2024-06-20,Withdrawals,483640
2024-06-21,Deposits,50696
2024-06-21,Withdrawals,67345
2024-06-24,Deposits,79428
2024-06-24,Withdrawals,37418
2024-06-25,Deposits,444242
2024-06-25,Withdrawals,478616
2024-06-26,Deposits,44335
2024-06-26,Withdrawals,90418
2024-06-27,Deposits,425900
2024-06-27,Withdrawals,477077
2024-06-28,Deposits,151187
2024-06-28,Withdrawals,32823
2024-07-01,Deposits,502004
2024-07-01,Withdrawals,530723
2024-07-02,Deposits,462868
2024-07-02,Withdrawals,452639
2024-07-03,Deposits,39507
2024-07-03,Withdrawals,85404
2024-07-05,Deposits,458264
2024-07-05,Withdrawals,485165
2024-07-08,Deposits,58380
2024-07-08,Withdrawals,36356
2024-07-09,Deposits,473291
2024-07-09,Withdrawals,465154
2024-07-10,Deposits,33972
2024-07-10,Withdrawals,83800
2024-07-11,Deposits,560805
2024-07-11,Withdrawals,542627
2024-07-12,Deposits,33884
2024-07-12,Withdrawals,27787
2024-07-15,Deposits,363464
2024-07-15,Withdrawals,303318
2024-07-16,Deposits,518935
2024-07-16,Withdrawals,457959
2024-07-17,Deposits,30209
2024-07-17,Withdrawals,86699
2024-07-18,Deposits,461537
2024-07-18,Withdrawals,443536
2024-07-19,Deposits,28941
2024-07-19,Withdrawals,38003
2024-07-22,Deposits,59217
2024-07-22,Withdrawals,62153
2024-07-23,Deposits,507647
2024-07-23,Withdrawals,460278
2024-07-24,Deposits,33722
2024-07-24,Withdrawals,85812
2024-07-25,Deposits,460921
2024-07-25,Withdrawals,459978
2024-07-26,Deposits,27035
2024-07-26,Withdrawals,29770
2024-07-29,Deposits,59240
2024-07-29,Withdrawals,29302
2024-07-30,Deposits,499598
2024-07-30,Withdrawals,457758
2024-07-31,Deposits,563288
2024-07-31,Withdrawals,460129
2024-08-01,Deposits,518184
2024-08-01,Withdrawals,655990
2024-08-02,Deposits,34264
2024-08-02,Withdrawals,86335
2024-08-05,Deposits,56014
2024-08-05,Withdrawals,35732
2024-08-06,Deposits,498918
2024-08-06,Withdrawals,477671
2024-08-07,Deposits,38980
2024-08-07,Withdrawals,28149
2024-08-08,Deposits,573019
2024-08-08,Withdrawals,558895
2024-08-09,Deposits,24200
2024-08-09,Withdrawals,32074
2024-08-12,Deposits,56625
2024-08-12,Withdrawals,33270
2024-08-13,Deposits,511776
2024-08-13,Withdrawals,486617
2024-08-14,Deposits,36677
2024-08-14,Withdrawals,84259
2024-08-15,Deposits,790350
2024-08-15,Withdrawals,916184
2024-08-16,Deposits,53657
2024-08-16,Withdrawals,43604
2024-08-19,Deposits,62539
2024-08-19,Withdrawals,38346
2024-08-20,Deposits,514784
2024-08-20,Withdrawals,482887
2024-08-21,Deposits,37350
2024-08-21,Withdrawals,85855
2024-08-22,Deposits,489698
2024-08-22,Withdrawals,489684
2024-08-23,Deposits,26680
2024-08-23,Withdrawals,27679
2024-08-26,Deposits,54236
2024-08-26,Withdrawals,42266
2024-08-27,Deposits,586055
2024-08-27,Withdrawals,494036
2024-08-28,Deposits,33505
2024-08-28,Withdrawals,91806
2024-08-29,Deposits,483063
2024-08-29,Withdrawals,488261
2024-08-30,Deposits,114490
2024-08-30,Withdrawals,204428
2024-09-03,Deposits,998526
2024-09-03,Withdrawals,869277
2024-09-04,Deposits,27664
2024-09-04,Withdrawals,33838
2024-09-05,Deposits,552538
2024-09-05,Withdrawals,556393
2024-09-06,Deposits,28356
2024-09-06,Withdrawals,46927
2024-09-09,Deposits,56026
2024-09-09,Withdrawals,32891
2024-09-10,Deposits,484397
2024-09-10,Withdrawals,535019
2024-09-11,Deposits,51766
2024-09-11,Withdrawals,92809
2024-09-12,Deposits,460757
2024-09-12,Withdrawals,535199
2024-09-13,Deposits,114465
2024-09-13,Withdrawals,63316
2024-09-16,Deposits,498246
2024-09-16,Withdrawals,175901
2024-09-17,Deposits,485698
2024-09-17,Withdrawals,528471
2024-09-18,Deposits,61555
2024-09-18,Withdrawals,90189
2024-09-19,Deposits,442776
2024-09-19,Withdrawals,471070
2024-09-20,Deposits,36428
2024-09-20,Withdrawals,77451
2024-09-23,Deposits,74034
2024-09-23,Withdrawals,34864
2024-09-24,Deposits,486980
2024-09-24,Withdrawals,526242
2024-09-25,Deposits,51256
2024-09-25,Withdrawals,102827
2024-09-26,Deposits,436489
2024-09-26,Withdrawals,500913
2024-09-27,Deposits,95167
2024-09-27,Withdrawals,43160
2024-09-30,Deposits,531902
2024-09-30,Withdrawals,305862
2024-10-01,Deposits,542351
2024-10-01,Withdrawals,685816
2024-10-02,Deposits,43889
2024-10-02,Withdrawals,25052
2024-10-03,Deposits,576991
2024-10-03,Withdrawals,631922
2024-10-04,Deposits,31748
2024-10-04,Withdrawals,23147
2024-10-07,Deposits,52596
2024-10-07,Withdrawals,32062
2024-10-08,Deposits,527789
2024-10-08,Withdrawals,508436
2024-10-09,Deposits,34253
2024-10-09,Withdrawals,99851
2024-10-10,Deposits,498716
2024-10-10,Withdrawals,506814
2024-10-11,Deposits,36214
2024-10-11,Withdrawals,43503
2024-10-15,Deposits,844739
2024-10-15,Withdrawals,752831
2024-10-16,Deposits,65827
2024-10-16,Withdrawals,87629
2024-10-17,Deposits,522217
2024-10-17,Withdrawals,494030
2024-10-18,Deposits,30705
2024-10-18,Withdrawals,32799
2024-10-21,Deposits,57263
2024-10-21,Withdrawals,29665
2024-10-22,Deposits,522691
2024-10-22,Withdrawals,528502
2024-10-23,Deposits,51662
2024-10-23,Withdrawals,94224
2024-10-24,Deposits,501408
2024-10-24,Withdrawals,467958
2024-10-25,Deposits,29505
2024-10-25,Withdrawals,42820
2024-10-28,Deposits,62955
2024-10-28,Withdrawals,46128
2024-10-29,Deposits,526002
2024-10-29,Withdrawals,503667
2024-10-30,Deposits,40140
2024-10-30,Withdrawals,39990
2024-10-31,Deposits,1142302
2024-10-31,Withdrawals,994492
2024-11-01,Deposits,67059
2024-11-01,Withdrawals,270683
2024-11-04,Deposits,68286
2024-11-04,Withdrawals,33544
2024-11-05,Deposits,525762
2024-11-05,Withdrawals,521367
2024-11-06,Deposits,38425
2024-11-06,Withdrawals,35565
2024-11-07,Deposits,503029
2024-11-07,Withdrawals,503552
2024-11-08,Deposits,29234
2024-11-08,Withdrawals,46604
2024-11-12,Deposits,566058
2024-11-12,Withdrawals,525873
2024-11-13,Deposits,25760
2024-11-13,Withdrawals,110788
2024-11-14,Deposits,530591
2024-11-14,Withdrawals,516918
2024-11-15,Deposits,346736
2024-11-15,Withdrawals,516307
2024-11-18,Deposits,79095
2024-11-18,Withdrawals,32654
2024-11-19,Deposits,533944
2024-11-19,Withdrawals,516779
2024-11-20,Deposits,37849
2024-11-20,Withdrawals,87616
2024-11-21,Deposits,603975
2024-11-21,Withdrawals,520249
2024-11-22,Deposits,27488
2024-11-22,Withdrawals,69547
2024-11-25,Deposits,74032
2024-11-25,Withdrawals,37130
2024-11-26,Deposits,603459
2024-11-26,Withdrawals,535199
2024-11-27,Deposits,42334
2024-11-27,Withdrawals,99412
2024-11-29,Deposits,714540
2024-11-29,Withdrawals,766188
2024-12-02,Deposits,512705
2024-12-02,Withdrawals,340901
2024-12-03,Deposits,529387
2024-12-03,Withdrawals,583990
2024-12-04,Deposits,38050
2024-12-04,Withdrawals,38989
2024-12-05,Deposits,472830
2024-12-05,Withdrawals,505542
2024-12-06,Deposits,29571
2024-12-06,Withdrawals,49360
2024-12-09,Deposits,62163
2024-12-09,Withdrawals,37892
2024-12-10,Deposits,486441
2024-12-10,Withdrawals,591608
2024-12-11,Deposits,41328
2024-12-11,Withdrawals,115239
2024-12-12,Deposits,483432
2024-12-12,Withdrawals,498789
2024-12-13,Deposits,81743
2024-12-13,Withdrawals,38448
2024-12-16,Deposits,441044
2024-12-16,Withdrawals,169262
2024-12-17,Deposits,476625
2024-12-17,Withdrawals,537693
2024-12-18,Deposits,43371
2024-12-18,Withdrawals,96784
2024-12-19,Deposits,461433
2024-12-19,Withdrawals,493417
2024-12-20,Deposits,39912
2024-12-20,Withdrawals,80893
2024-12-23,Deposits,94308
2024-12-23,Withdrawals,43558
2024-12-24,Deposits,472830
2024-12-24,Withdrawals,588484
2024-12-26,Deposits,574324
2024-12-26,Withdrawals,667012
2024-12-27,Deposits,102946
2024-12-27,Withdrawals,39544
2024-12-30,Deposits,88113
2024-12-30,Withdrawals,38065
2024-12-31,Deposits,912566
2024-12-31,Withdrawals,959641
2025-01-02,Deposits,574055
2025-01-02,Withdrawals,663747
2025-01-03,Deposits,38123
2025-01-03,Withdrawals,91662
2025-01-06,Deposits,76764
2025-01-06,Withdrawals,40211
2025-01-07,Deposits,487379
2025-01-07,Withdrawals,521522
2025-01-08,Deposits,35181
2025-01-08,Withdrawals,97092
2025-01-09,Deposits,516479
2025-01-09,Withdrawals,510091
2025-01-10,Deposits,34012
2025-01-10,Withdrawals,18305
2025-01-13,Deposits,77265
2025-01-13,Withdrawals,45724
2025-01-14,Deposits,558393
2025-01-14,Withdrawals,509999
2025-01-15,Deposits,419058
2025-01-15,Withdrawals,459780
2025-01-16,Deposits,565822
2025-01-16,Withdrawals,513818
2025-01-17,Deposits,34961
2025-01-17,Withdrawals,42626
2025-01-21,Deposits,575153
2025-01-21,Withdrawals,512119
2025-01-22,Deposits,34292
2025-01-22,Withdrawals,113066
2025-01-23,Deposits,794202
2025-01-23,Withdrawals,605084
2025-01-24,Deposits,50642
2025-01-24,Withdrawals,32758
2025-01-27,Deposits,84174
2025-01-27,Withdrawals,27229
2025-01-28,Deposits,528248
2025-01-28,Withdrawals,496277
2025-01-29,Deposits,48070
2025-01-29,Withdrawals,51855
2025-01-30,Deposits,538792
2025-01-30,Withdrawals,509987
2025-01-31,Deposits,572891
2025-01-31,Withdrawals,638741
2025-02-03,Deposits,132125
2025-02-03,Withdrawals,118167
2025-02-04,Deposits,539620
2025-02-04,Withdrawals,507297
2025-02-05,Deposits,38555
2025-02-05,Withdrawals,34985
2025-02-06,Deposits,522904
2025-02-06,Withdrawals,498161
2025-02-07,Deposits,28823
2025-02-07,Withdrawals,37969
2025-02-10,Deposits,61803
2025-02-10,Withdrawals,37692
2025-02-11,Deposits,526299
2025-02-11,Withdrawals,517543
2025-02-12,Deposits,34974
2025-02-12,Withdrawals,101029
2025-02-13,Deposits,524644
2025-02-13,Withdrawals,524276
2025-02-14,Deposits,38229
2025-02-14,Withdrawals,52736
2025-02-18,Deposits,922959
2025-02-18,Withdrawals,979485
2025-02-19,Deposits,26948
2025-02-19,Withdrawals,96721
2025-02-20,Deposits,626484
2025-02-20,Withdrawals,648595
2025-02-21,Deposits,30913
2025-02-21,Withdrawals,59388
2025-02-24,Deposits,68833
2025-02-24,Withdrawals,82000
2025-02-25,Deposits,493099
2025-02-25,Withdrawals,659797
2025-02-26,Deposits,40951
2025-02-26,Withdrawals,151275
2025-02-27,Deposits,478366
2025-02-27,Withdrawals,540881
2025-02-28,Deposits,562568
2025-02-28,Withdrawals,517991
2025-03-03,Deposits,139243
2025-03-03,Withdrawals,124987
2025-03-04,Deposits,466955
2025-03-04,Withdrawals,534869
2025-03-05,Deposits,44995
2025-03-05,Withdrawals,64859
2025-03-06,Deposits,534498
2025-03-06,Withdrawals,521159
2025-03-07,Deposits,34388
2025-03-07,Withdrawals,50438
2025-03-10,Deposits,85376
2025-03-10,Withdrawals,43126
2025-03-11,Deposits,454587
2025-03-11,Withdrawals,537972
2025-03-12,Deposits,43226
2025-03-12,Withdrawals,143598
2025-03-13,Deposits,455972
2025-03-13,Withdrawals,532555
2025-03-14,Deposits,59637
2025-03-14,Withdrawals,56201
2025-03-17,Deposits,398207
2025-03-17,Withdrawals,164988
2025-03-18,Deposits,450979
2025-03-18,Withdrawals,612170
2025-03-19,Deposits,40683
2025-03-19,Withdrawals,109387
2025-03-20,Deposits,540943
2025-03-20,Withdrawals,606052
2025-03-21,Deposits,30965
2025-03-21,Withdrawals,73568
2025-03-24,Deposits,81427
2025-03-24,Withdrawals,33948
2025-03-25,Deposits,448847
2025-03-25,Withdrawals,519229
2025-03-26,Deposits,38602
2025-03-26,Withdrawals,107658
