record_date,debt_held_public_amt,intragov_hold_amt,tot_pub_debt_out_amt,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day
2024-03-11,27411563369863.19,7059919295715.01,34471482665578.2,1,2024,2,2024,1,03,11
2024-03-12,27424259576638.32,7072944247261.9,34497203823900.22,1,2024,2,2024,1,03,12
2024-03-13,27424590793153.92,7051283950252.72,34475874743406.64,1,2024,2,2024,1,03,13
2024-03-14,27434194395974.08,7052025630311.87,34486220026285.95,1,2024,2,2024,1,03,14
2024-03-15,27486685431293.39,7056153065969.55,34542838497262.94,1,2024,2,2024,1,03,15
2024-03-18,27486890326230.45,7064472922609.44,34551363248839.89,1,2024,2,2024,1,03,18
2024-03-19,27495560223464.06,7086744301426.82,34582304524890.88,1,2024,2,2024,1,03,19
2024-03-20,27495310693451.23,7065862968742.96,34561173662194.19,1,2024,2,2024,1,03,20
2024-03-21,27511234577616.74,7066797643893.09,34578032221509.83,1,2024,2,2024,1,03,21
2024-03-22,27511504384092.25,7070616881941.32,34582121266033.57,1,2024,2,2024,1,03,22
2024-03-25,27512574463575.43,7085613527787.28,34598187991362.71,1,2024,2,2024,1,03,25
2024-03-26,27500757154307.8,7093631715867.86,34594388870175.66,1,2024,2,2024,1,03,26
2024-03-27,27503290057476.61,7069909488364.82,34573199545841.43,1,2024,2,2024,1,03,27
2024-03-28,27511740986475.77,7066868170703.55,34578609157179.32,1,2024,2,2024,1,03,28
2024-03-29,27511454993243.97,7075078486105.91,34586533479349.88,1,2024,2,2024,1,03,29
2024-04-01,27597003078569.01,7030198254495.09,34627201333064.1,1,2024,3,2024,2,04,01
2024-04-02,27571024016005.42,7051267854045.71,34622291870051.13,1,2024,3,2024,2,04,02
2024-04-03,27570738421546.27,7033599371339.04,34604337792885.31,1,2024,3,2024,2,04,03
2024-04-04,27557979891134.54,7040988643812.82,34598968534947.36,1,2024,3,2024,2,04,04
2024-04-05,27558067093863.29,7042576398721.81,34600643492585.1,1,2024,3,2024,2,04,05
2024-04-08,27559152334116.88,7049260226525.59,34608412560642.47,1,2024,3,2024,2,04,08
2024-04-09,27523837629266.01,7057172370278.52,34581009999544.53,1,2024,3,2024,2,04,09
2024-04-10,27524683546141.8,7036331970814.48,34561015516956.28,1,2024,3,2024,2,04,10
2024-04-11,27509726461018.85,7041110153612.83,34550836614631.68,1,2024,3,2024,2,04,11
2024-04-12,27509636671273.47,7043582954372.04,34553219625645.51,1,2024,3,2024,2,04,12
2024-04-15,27525652789136.96,7077550042873.79,34603202832010.75,1,2024,3,2024,2,04,15
2024-04-16,27491006854258.45,7099994476618.46,34591001330876.91,1,2024,3,2024,2,04,16
2024-04-17,27491018195859.82,7085470313069.1,34576488508928.92,1,2024,3,2024,2,04,17
2024-04-18,27485307938326.14,7097787027218.4,34583094965544.54,1,2024,3,2024,2,04,18
2024-04-19,27484861367243.35,7100666815532.11,34585528182775.46,1,2024,3,2024,2,04,19
2024-04-22,27486473714908.65,7105302639344.76,34591776354253.41,1,2024,3,2024,2,04,22
2024-04-23,27461262921654.41,7120619319098.66,34581882240753.07,1,2024,3,2024,2,04,23
2024-04-24,27461572886205.56,7110054235908.52,34571627122114.08,1,2024,3,2024,2,04,24
2024-04-25,27443681857808.67,7111287168059.44,34554969025868.11,1,2024,3,2024,2,04,25
2024-04-26,27444491423362.55,7113923533728.96,34558414957091.51,1,2024,3,2024,2,04,26
2024-04-29,27445183037521.17,7117577083996.89,34562760121518.06,1,2024,3,2024,2,04,29
2024-04-30,27480960216618.32,7136033799632.56,34616994016250.88,1,2024,3,2024,2,04,30
2024-05-01,27479892592950.49,7078393608553.75,34558286201504.24,1,2024,3,2024,2,05,01
2024-05-02,27462987329423.76,7100361488780.74,34563348818204.5,1,2024,3,2024,2,05,02
2024-05-03,27462531568558.89,7085674715847.52,34548206284406.41,1,2024,3,2024,2,05,03
2024-05-06,27463657361740.46,7097190278087.13,34560847639827.59,1,2024,3,2024,2,05,06
2024-05-07,27453420769237.9,7105974470632.43,34559395239870.33,1,2024,3,2024,2,05,07
2024-05-08,27454500607320.58,7087227363278.59,34541727970599.17,1,2024,3,2024,2,05,08
2024-05-09,27453899461694.5,7091012790160.03,34544912251854.53,1,2024,3,2024,2,05,09
2024-05-10,27453861306796.2,7090730710809.52,34544592017605.72,1,2024,3,2024,2,05,10
2024-05-13,27455172055232.87,7096990063615.0,34552162118847.87,1,2024,3,2024,2,05,13
2024-05-14,27459796281794.85,7112713088036.93,34572509369831.78,1,2024,3,2024,2,05,14
2024-05-15,27444319743354.59,7090525707392.57,34534845450747.16,1,2024,3,2024,2,05,15
2024-05-16,27456418787486.41,7096512136256.51,34552930923742.92,1,2024,3,2024,2,05,16
2024-05-17,27456876652491.59,7104020702286.11,34560897354777.7,1,2024,3,2024,2,05,17
2024-05-20,27458745418356.45,7110365893564.62,34569111311921.07,1,2024,3,2024,2,05,20
2024-05-21,27466193557963.77,7119366637073.07,34585560195036.84,1,2024,3,2024,2,05,21
2024-05-22,27469724120218.74,7098530393796.65,34568254514015.39,1,2024,3,2024,2,05,22
2024-05-23,27473485937031.6,7103643031520.03,34577128968551.63,1,2024,3,2024,2,05,23
2024-05-24,27473812202939.87,7114168241161.52,34587980444101.39,1,2024,3,2024,2,05,24
2024-05-28,27485640159741.04,7120527755284.89,34606167915025.93,1,2024,3,2024,2,05,28
2024-05-29,27487157223434.84,7134501132017.34,34621658355452.18,1,2024,3,2024,2,05,29
2024-05-30,27479078222866.95,7130718594560.7,34609796817427.65,1,2024,3,2024,2,05,30
2024-05-31,27606806621699.92,7060308520700.91,34667115142400.83,1,2024,3,2024,2,05,31
2024-06-03,27604546247462.02,7030817895866.12,34635364143328.14,1,2024,3,2024,2,06,03
2024-06-04,27601036912476.19,7054598976613.93,34655635889090.12,1,2024,3,2024,2,06,04
2024-06-05,27601771436920.21,7058129597685.48,34659901034605.69,1,2024,3,2024,2,06,05
2024-06-06,27590071808237.64,7080560846029.55,34670632654267.19,1,2024,3,2024,2,06,06
2024-06-07,27590412991651.25,7082479056181.28,34672892047832.53,1,2024,3,2024,2,06,07
2024-06-10,27590884592514.35,7118535504661.53,34709420097175.88,1,2024,3,2024,2,06,10
2024-06-11,27576833611186.52,7126102177829.74,34702935789016.26,1,2024,3,2024,2,06,11
2024-06-12,27576420914357.7,7104892790319.76,34681313704677.46,1,2024,3,2024,2,06,12
2024-06-13,27572656623723.99,7110924005833.71,34683580629557.7,1,2024,3,2024,2,06,13
2024-06-14,27571224186740.96,7109857211392.89,34681081398133.85,1,2024,3,2024,2,06,14
2024-06-17,27627953593560.5,7122545236427.05,34750498829987.55,1,2024,3,2024,2,06,17
2024-06-18,27614043126341.21,7120067780594.39,34734110906935.6,1,2024,3,2024,2,06,18
2024-06-20,27596094209621.92,7129756113986.3,34725850323608.22,1,2024,3,2024,2,06,20
2024-06-21,27594481222617.96,7139266543546.35,34733747766164.31,1,2024,3,2024,2,06,21
2024-06-24,27594422516851.49,7154179953134.65,34748602469986.14,1,2024,3,2024,2,06,24
2024-06-25,27580828533331.25,7167570155124.24,34748398688455.49,1,2024,3,2024,2,06,25
2024-06-26,27581121643497.46,7143567623465.65,34724689266963.11,1,2024,3,2024,2,06,26
2024-06-27,27564579398180.52,7158197529065.63,34722776927246.15,1,2024,3,2024,2,06,27
2024-06-28,27612896549329.17,7218737882064.3,34831634431393.47,1,2024,3,2024,2,06,28
2024-07-01,27686611898025.85,7154447730760.95,34841059628786.8,1,2024,4,2024,3,07,01
2024-07-02,27696947664513.33,7169092766813.98,34866040431327.31,1,2024,4,2024,3,07,02
2024-07-03,27696496266059.51,7151072723994.62,34847568990054.13,1,2024,4,2024,3,07,03
2024-07-05,27693475216355.36,7158726071239.68,34852201287595.04,1,2024,4,2024,3,07,05
2024-07-08,27693672925726.72,7163717134101.38,34857390059828.1,1,2024,4,2024,3,07,08
2024-07-09,27709504208843.5,7174867301204.1,34884371510047.6,1,2024,4,2024,3,07,09
2024-07-10,27710406330174.17,7150915328510.84,34861321658685.01,1,2024,4,2024,3,07,10
2024-07-11,27733802372114.6,7155137174411.31,34888939546525.91,1,2024,4,2024,3,07,11
2024-07-12,27734096471188.88,7155116955778.2,34889213426967.08,1,2024,4,2024,3,07,12
2024-07-15,27750724960754.6,7160922593309.75,34911647554064.35,1,2024,4,2024,3,07,15
2024-07-16,27775830463860.98,7164323729749.66,34940154193610.64,1,2024,4,2024,3,07,16
2024-07-17,27775355611306.52,7147921508920.43,34923277120226.95,1,2024,4,2024,3,07,17
2024-07-18,27794421298152.71,7151541980253.58,34945963278406.29,1,2024,4,2024,3,07,18
2024-07-19,27793280970095.1,7150970860497.82,34944251830592.92,1,2024,4,2024,3,07,19
2024-07-22,27793300671842.76,7156838325296.59,34950138997139.35,1,2024,4,2024,3,07,22
2024-07-23,27817639139025.78,7170482190259.74,34988121329285.52,1,2024,4,2024,3,07,23
2024-07-24,27817951354978.31,7151626944488.87,34969578299467.18,1,2024,4,2024,3,07,24
2024-07-25,27834323519790.43,7163216985312.9,34997540505103.33,1,2024,4,2024,3,07,25
2024-07-26,27834220424052.01,7167057755156.66,35001278179208.67,1,2024,4,2024,3,07,26
2024-07-29,27834326750512.37,7170089179786.63,35004415930299.0,1,2024,4,2024,3,07,29
2024-07-30,27864367559006.15,7178842418681.12,35043209977687.27,1,2024,4,2024,3,07,30
2024-07-31,27930511528793.83,7174259120507.2,35104770649301.03,1,2024,4,2024,3,07,31
2024-08-01,27946897741746.23,7112504605395.29,35059402347141.52,1,2024,4,2024,3,08,01
2024-08-02,27946832554647.4,7104596139907.59,35051428694554.99,1,2024,4,2024,3,08,02
2024-08-05,27945957511453.95,7113298864999.19,35059256376453.14,1,2024,4,2024,3,08,05
2024-08-06,27969087300801.08,7116699195042.16,35085786495843.24,1,2024,4,2024,3,08,06
2024-08-07,27969804303787.95,7124952042132.36,35094756345920.31,1,2024,4,2024,3,08,07
2024-08-08,27992303945196.96,7131024032831.51,35123327978028.47,1,2024,4,2024,3,08,08
2024-08-09,27991430891417.81,7131096240988.62,35122527132406.43,1,2024,4,2024,3,08,09
2024-08-12,27992486779604.18,7134363382135.09,35126850161739.27,1,2024,4,2024,3,08,12
2024-08-13,28017164049453.46,7143185532931.21,35160349582384.67,1,2024,4,2024,3,08,13
2024-08-14,28017226473416.87,7120398188567.53,35137624661984.4,1,2024,4,2024,3,08,14
2024-08-15,28032945816619.67,7136217961620.68,35169163778240.35,1,2024,4,2024,3,08,15
2024-08-16,28030070022009.33,7137158169204.13,35167228191213.46,1,2024,4,2024,3,08,16
2024-08-19,28030148229238.57,7147885883999.5,35178034113238.07,1,2024,4,2024,3,08,19
2024-08-20,28055639080735.21,7160261289357.86,35215900370093.07,1,2024,4,2024,3,08,20
2024-08-21,28056284385951.98,7137714893321.8,35193999279273.78,1,2024,4,2024,3,08,21
2024-08-22,28067310011637.03,7143040787909.09,35210350799546.12,1,2024,4,2024,3,08,22
2024-08-23,28067340611051.07,7146626489434.08,35213967100485.15,1,2024,4,2024,3,08,23
2024-08-26,28066894450384.91,7158290450800.92,35225184901185.83,1,2024,4,2024,3,08,26
2024-08-27,28122457986740.07,7167034016414.92,35289492003154.99,1,2024,4,2024,3,08,27
