date,daily_cash_flow,cash_balance,outstanding_debt,new_debt_issued,unconventional_used,unconventional_remaining,debt_headroom
2025-08-18,21322916845.168797,71322916845.1688,36215806064740.36,0.0,0.0,104404013805.03906,888597949064.6797
2025-08-19,-19279607738.99569,52043309106.1731,36215806064740.36,0.0,0.0,104404013805.03906,888597949064.6797
2025-08-20,-23755271284.63136,50000000000.0,36215806064740.36,0.0,21711962178.458256,82692051626.58081,866885986886.2214
2025-08-21,-21421092451.014458,50000000000.0,36215806064740.36,0.0,21421092451.014458,61270959175.56635,845464894435.207
2025-08-22,-20155295882.582893,50000000000.0,36215806064740.36,0.0,20155295882.582893,41115663292.98346,825309598552.624
2025-08-23,-20155295882.582893,50000000000.0,36215806064740.36,0.0,20155295882.582893,20960367410.400566,805154302670.0411
2025-08-24,-20155295882.582893,50000000000.0,36215806064740.36,0.0,20155295882.582893,805071527.8176727,784999006787.4583
2025-08-25,21322916845.168797,71322916845.1688,36215806064740.36,0.0,0.0,805071527.8176727,784999006787.4583
2025-08-26,-19279607738.99569,52043309106.1731,36215806064740.36,0.0,0.0,805071527.8176727,784999006787.4583
2025-08-27,-23755271284.63136,50000000000.0,36236712955391.0,20906890650.640583,805071527.8176727,0.0,763287044609.0
2025-08-28,-21421092451.014458,50000000000.0,36258134047842.016,21421092451.014458,0.0,0.0,741865952157.9844
2025-08-29,-20155295882.582893,50000000000.0,36278289343724.6,20155295882.582893,0.0,0.0,721710656275.3984
2025-08-30,-20155295882.582893,50000000000.0,36298444639607.19,20155295882.582893,0.0,0.0,701555360392.8125
2025-08-31,-15313971791.638077,50000000000.0,36313758611398.83,15313971791.638077,0.0,0.0,686241388601.1719
2025-09-01,24507402955.219486,74507402955.21948,36313758611398.83,0.0,0.0,0.0,686241388601.1719
2025-09-02,-21754193308.199238,52753209647.02025,36313758611398.83,0.0,0.0,0.0,686241388601.1719
2025-09-03,-32647333209.90176,50000000000.0,36343652734961.71,29894123562.88151,0.0,0.0,656347265038.2891
2025-09-04,-31247272115.82602,50000000000.0,36374900007077.54,31247272115.82602,0.0,0.0,625099992922.4609
2025-09-05,-32041329638.303543,50000000000.0,36406941336715.84,32041329638.303543,0.0,0.0,593058663284.1562
2025-09-06,-32041329638.303543,50000000000.0,36438982666354.15,32041329638.303543,0.0,0.0,561017333645.8516
2025-09-07,-32041329638.303543,50000000000.0,36471023995992.45,32041329638.303543,0.0,0.0,528976004007.5469
2025-09-08,24507402955.219486,74507402955.21948,36471023995992.45,0.0,0.0,0.0,528976004007.5469
2025-09-09,-21754193308.199238,52753209647.02025,36471023995992.45,0.0,0.0,0.0,528976004007.5469
2025-09-10,-32647333209.90176,50000000000.0,36500918119555.336,29894123562.88151,0.0,0.0,499081880444.66406
2025-09-11,-31247272115.82602,50000000000.0,36532165391671.164,31247272115.82602,0.0,0.0,467834608328.83594
2025-09-12,-32041329638.303543,50000000000.0,36564206721309.47,32041329638.303543,0.0,0.0,435793278690.53125
2025-09-13,-32041329638.303543,50000000000.0,36596248050947.77,32041329638.303543,0.0,0.0,403751949052.22656
2025-09-14,-32041329638.303543,50000000000.0,36628289380586.08,32041329638.303543,0.0,0.0,371710619413.9219
2025-09-15,24507402955.219486,74507402955.21948,36628289380586.08,0.0,0.0,0.0,371710619413.9219
2025-09-16,-21754193308.199238,52753209647.02025,36628289380586.08,0.0,0.0,0.0,371710619413.9219
2025-09-17,-32647333209.90176,50000000000.0,36658183504148.96,29894123562.88151,0.0,0.0,341816495851.03906
2025-09-18,-31247272115.82602,50000000000.0,36689430776264.79,31247272115.82602,0.0,0.0,310569223735.21094
2025-09-19,-32041329638.303543,50000000000.0,36721472105903.09,32041329638.303543,0.0,0.0,278527894096.90625
2025-09-20,-32041329638.303543,50000000000.0,36753513435541.4,32041329638.303543,0.0,0.0,246486564458.60156
2025-09-21,-32041329638.303543,50000000000.0,36785554765179.7,32041329638.303543,0.0,0.0,214445234820.29688
2025-09-22,24507402955.219486,74507402955.21948,36785554765179.7,0.0,0.0,0.0,214445234820.29688
2025-09-23,-21754193308.199238,52753209647.02025,36785554765179.7,0.0,0.0,0.0,214445234820.29688
2025-09-24,-32647333209.90176,50000000000.0,36815448888742.586,29894123562.88151,0.0,0.0,184551111257.41406
2025-09-25,-31247272115.82602,50000000000.0,36846696160858.414,31247272115.82602,0.0,0.0,153303839141.58594
2025-09-26,-32041329638.303543,50000000000.0,36878737490496.72,32041329638.303543,0.0,0.0,121262509503.28125
2025-09-27,-32041329638.303543,50000000000.0,36910778820135.02,32041329638.303543,0.0,0.0,89221179864.97656
2025-09-28,-32041329638.303543,50000000000.0,36942820149773.33,32041329638.303543,0.0,0.0,57179850226.671875
2025-09-29,24507402955.219486,74507402955.21948,36942820149773.33,0.0,0.0,0.0,57179850226.671875
2025-09-30,-22622271853.97217,51885131101.247314,36942820149773.33,0.0,0.0,0.0,57179850226.671875
2025-10-01,-22109786512.56284,50000000000.0,36963044805184.64,20224655411.315525,0.0,0.0,36955194815.359375
2025-10-02,-19024966845.612614,50000000000.0,36982069772030.25,19024966845.612614,0.0,0.0,17930227969.75
2025-10-03,-17603329368.090137,50000000000.0,36999673101398.34,17603329368.090137,0.0,0.0,326898601.65625
2025-10-04,-17603329368.090137,50000000000.0,37017276430766.44,17603329368.090137,0.0,0.0,-17276430766.4375
