date,daily_cash_flow,cash_balance,outstanding_debt,new_debt_issued,unconventional_used,unconventional_remaining,debt_headroom
2025-08-01,-171989740000.0,236833908597.2918,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-02,-11294135180.682009,225539773416.6098,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-03,-5649256479.383308,219890516937.2265,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-04,27967920109.66811,247858437046.89462,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-05,-8268939481.34928,239589497565.54535,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-06,-10620251355.269476,228969246210.27588,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-07,-1120904102.1634364,227848342108.11246,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-08,359415897.8365628,228207758005.949,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-09,359415897.8365628,228567173903.78555,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-10,1249265897.836563,229816439801.62213,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-11,30560790355.089355,260377230156.7115,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-12,-5661293664.499464,254715936492.21204,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-13,-19722685578.335884,234993250913.87616,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-14,2100757990.7436566,237094008904.6198,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-15,101625646.42131272,237195634551.04114,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-16,2387965646.421313,239583600197.46246,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-17,2387965646.421313,241971565843.8838,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-18,29313680355.089355,271285246198.97314,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-19,-5335722230.93303,265949523968.0401,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-20,-18909155962.95127,247040368005.08884,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-21,1255225646.4213119,248295593651.51016,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-22,2387965646.421313,250683559297.9315,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-23,4487653979.754645,255171213277.68613,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-24,5826969979.754644,260998183257.44077,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-25,29318101688.422684,290316284945.86346,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-26,-3351286230.9330297,286964998714.9304,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-27,-20572734998.130928,266392263716.7995,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-28,-198640717.1897144,266193622999.60977,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-29,-2633771746.601481,263559851253.0083,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-30,-4490829802.157036,259069021450.85126,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-08-31,766680508.0390167,259835701958.89026,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-01,-36062171428.571434,223773530530.31882,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-02,-10263067406.080463,213510463124.23834,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-03,-15649682036.410915,197860781087.82742,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-04,-6236986165.763233,191623794922.06418,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-05,-506389102.1634369,191117405819.90076,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-06,-506389102.1634369,190611016717.7373,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-07,-506389102.1634369,190104627615.57385,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-08,30143873212.232212,220248500827.80606,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-09,-8655256378.785177,211593244449.02087,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-10,-23454854671.24298,188138389777.7779,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-11,-1227054102.1634374,186911335675.61444,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-12,74185897.83656324,186985521573.45102,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-13,860832990.7436563,187846354564.19467,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-14,1759537990.7436564,189605892554.93832,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-15,27177480355.08935,216783372910.02768,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-16,-5300926846.317647,211482446063.71002,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-17,-20270420578.335884,191212025485.37415,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-18,156625646.42131153,191368651131.79547,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-19,914005646.421312,192282656778.2168,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-20,914005646.421312,193196662424.63812,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-21,914005646.421312,194110668071.05945,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-22,29475590355.089355,223586258426.1488,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-23,-6434322230.93303,217151936195.21576,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-24,-17898330551.186565,199253605644.0292,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-25,2053536133.6007986,201307141777.63,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-26,2810916133.6007986,204118057911.2308,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-27,580005532.8102856,204698063444.04108,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-28,-539860717.1897147,204158202726.85135,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-29,29318101688.422684,233476304415.27405,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-09-30,-7256765870.185082,226219538545.08896,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-10-01,-159755620000.0,66463918545.08896,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-10-02,-13976735180.68201,52487183364.40695,36215806064740.36,0,0.0,820000000000.0,704193935259.6406
2025-10-03,-7735943146.049973,50000000000.0,36215806064740.36,0,5248759781.643021,814751240218.3569,698945175477.9976
2025-10-04,-4397807514.736844,50000000000.0,36215806064740.36,0,4397807514.736847,810353432703.6201,694547367963.2607
2025-10-05,31549548.862956144,50031549548.86295,36215806064740.36,0,0.0,810353432703.6201,694547367963.2607
2025-10-06,30027953212.232212,80059502761.09517,36215806064740.36,0,0.0,810353432703.6201,694547367963.2607
2025-10-07,-7921037727.758784,72138465033.33638,36215806064740.36,0,0.0,810353432703.6201,694547367963.2607
2025-10-08,-20929442815.088383,51209022218.248,36215806064740.36,0,0.0,810353432703.6201,694547367963.2607
2025-10-09,-1465970451.1370444,50000000000.0,36215806064740.36,0,256948232.88904572,810096484470.7311,694290419730.3717
2025-10-10,313244548.8629561,50313244548.86295,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-11,612124548.862956,50925369097.72591,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-12,612124548.862956,51537493646.58886,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-13,30156240355.08936,81693734001.67822,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-14,-4415148195.291253,77278585806.38696,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-15,-22018821927.30949,55259763879.07747,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-16,1853724297.4477048,57113488176.52518,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-17,2611104297.447705,59724592473.972885,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-18,2401364297.447705,62125956771.42059,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-19,2401364297.447705,64527321068.8683,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-20,30199480355.08935,94726801423.95766,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-21,-4946963579.906638,89779837844.05103,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-22,-18959607900.160175,70820229943.89085,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-23,3743672630.781038,74563902574.67189,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
2025-10-24,5840368630.781037,80404271205.45293,36215806064740.36,0,0.0,810096484470.7311,694290419730.3717
