record_date,debt_catg,debt_catg_desc,close_today_bal,open_today_bal,open_month_bal,open_fiscal_year_bal,table_nbr,table_nm,sub_table_name,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day
2023-10-18,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,10,18
2023-10-18,Debt Not Subject to Limit,Unamortized Discount (-),107119,107910,90889,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,10,18
2023-10-18,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,10,18
2023-10-18,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,10,18
2023-10-18,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,10,18
2023-10-19,Debt Held by the Public,null,26514791,26514600,26330142,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,10,19
2023-10-19,Intragovernmental Holdings,null,7112153,7114587,6837192,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,10,19
2023-10-19,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,10,19
2023-10-19,Debt Not Subject to Limit,Unamortized Discount (-),109825,107119,90889,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,10,19
2023-10-19,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,10,19
2023-10-19,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,10,19
2023-10-19,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,10,19
2023-10-20,Debt Held by the Public,null,26514641,26514791,26330142,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,10,20
2023-10-20,Intragovernmental Holdings,null,7112639,7112153,6837192,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,10,20
2023-10-20,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,10,20
2023-10-20,Debt Not Subject to Limit,Unamortized Discount (-),109033,109825,90889,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,10,20
2023-10-20,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,10,20
2023-10-20,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,10,20
2023-10-20,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,10,20
2023-10-23,Debt Held by the Public,null,26515455,26514641,26330142,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,10,23
2023-10-23,Intragovernmental Holdings,null,7120559,7112639,6837192,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,10,23
2023-10-23,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,10,23
2023-10-23,Debt Not Subject to Limit,Unamortized Discount (-),106658,109033,90889,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,10,23
2023-10-23,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,10,23
2023-10-23,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,10,23
2023-10-23,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,10,23
2023-10-24,Debt Held by the Public,null,26555329,26515455,26330142,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,10,24
2023-10-24,Intragovernmental Holdings,null,7128890,7120559,6837192,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,10,24
2023-10-24,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,10,24
2023-10-24,Debt Not Subject to Limit,Unamortized Discount (-),107968,106658,90889,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,10,24
2023-10-24,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,10,24
2023-10-24,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,10,24
2023-10-24,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,10,24
2023-10-25,Debt Held by the Public,null,26555587,26555329,26330142,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,10,25
2023-10-25,Intragovernmental Holdings,null,7117822,7128890,6837192,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,10,25
2023-10-25,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,10,25
2023-10-25,Debt Not Subject to Limit,Unamortized Discount (-),107170,107968,90889,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,10,25
2023-10-25,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,10,25
2023-10-25,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,10,25
2023-10-25,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,10,25
2023-10-26,Debt Held by the Public,null,26555584,26555587,26330142,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,10,26
2023-10-26,Intragovernmental Holdings,null,7120383,7117822,6837192,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,10,26
2023-10-26,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,10,26
2023-10-26,Debt Not Subject to Limit,Unamortized Discount (-),109849,107170,90889,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,10,26
2023-10-26,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,10,26
2023-10-26,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,10,26
2023-10-26,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,10,26
2023-10-27,Debt Held by the Public,null,26555922,26555584,26330142,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,10,27
2023-10-27,Intragovernmental Holdings,null,7119662,7120383,6837192,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,10,27
2023-10-27,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,10,27
2023-10-27,Debt Not Subject to Limit,Unamortized Discount (-),109050,109849,90889,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,10,27
2023-10-27,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,10,27
2023-10-27,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,10,27
2023-10-27,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,10,27
2023-10-30,Debt Held by the Public,null,26556167,26555922,26330142,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,10,30
2023-10-30,Intragovernmental Holdings,null,7119287,7119662,6837192,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,10,30
2023-10-30,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,10,30
2023-10-30,Debt Not Subject to Limit,Unamortized Discount (-),106654,109050,90889,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,10,30
2023-10-30,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,10,30
2023-10-30,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,10,30
2023-10-30,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,10,30
2023-10-31,Debt Held by the Public,null,26576222,26556167,26330142,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,10,31
2023-10-31,Intragovernmental Holdings,null,7123358,7119287,6837192,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,10,31
2023-10-31,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,10,31
2023-10-31,Debt Not Subject to Limit,Unamortized Discount (-),110111,106654,90889,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,10,31
2023-10-31,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,10,31
2023-10-31,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,10,31
2023-10-31,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,10,31
2023-11-01,Debt Held by the Public,null,26575013,26576222,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,01
2023-11-01,Intragovernmental Holdings,null,7062949,7123358,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,01
2023-11-01,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,01
2023-11-01,Debt Not Subject to Limit,Unamortized Discount (-),109307,110111,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,01
2023-11-01,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,01
2023-11-01,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,01
2023-11-01,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,01
2023-11-02,Debt Held by the Public,null,26630282,26575013,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,02
2023-11-02,Intragovernmental Holdings,null,7064028,7062949,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,02
2023-11-02,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,02
2023-11-02,Debt Not Subject to Limit,Unamortized Discount (-),114648,109307,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,02
2023-11-02,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,02
2023-11-02,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,02
2023-11-02,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,02
2023-11-03,Debt Held by the Public,null,26630035,26630282,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,03
2023-11-03,Intragovernmental Holdings,null,7047761,7064028,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,03
2023-11-03,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,03
2023-11-03,Debt Not Subject to Limit,Unamortized Discount (-),113835,114648,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,03
2023-11-03,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,03
2023-11-03,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,03
2023-11-03,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,03
2023-11-06,Debt Held by the Public,null,26630879,26630035,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,06
2023-11-06,Intragovernmental Holdings,null,7054671,7047761,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,06
2023-11-06,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,06
2023-11-06,Debt Not Subject to Limit,Unamortized Discount (-),111394,113835,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,06
2023-11-06,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,06
2023-11-06,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,06
2023-11-06,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,06
2023-11-07,Debt Held by the Public,null,26660759,26630879,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,07
2023-11-07,Intragovernmental Holdings,null,7062366,7054671,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,07
2023-11-07,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,07
2023-11-07,Debt Not Subject to Limit,Unamortized Discount (-),112675,111394,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,07
2023-11-07,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,07
2023-11-07,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,07
2023-11-07,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,07
2023-11-08,Debt Held by the Public,null,26661887,26660759,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,08
2023-11-08,Intragovernmental Holdings,null,7042632,7062366,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,08
2023-11-08,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,08
2023-11-08,Debt Not Subject to Limit,Unamortized Discount (-),111857,112675,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,08
2023-11-08,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,08
2023-11-08,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,08
2023-11-08,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,08
2023-11-09,Debt Held by the Public,null,26656287,26661887,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,09
2023-11-09,Intragovernmental Holdings,null,7044415,7042632,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,09
2023-11-09,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,09
2023-11-09,Debt Not Subject to Limit,Unamortized Discount (-),114546,111857,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,09
2023-11-09,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,09
2023-11-09,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,09
2023-11-09,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,09
2023-11-10,Debt Held by the Public,null,26656297,26656287,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,10
2023-11-10,Intragovernmental Holdings,null,7044222,7044415,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,10
2023-11-10,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,10
2023-11-10,Debt Not Subject to Limit,Unamortized Discount (-),113728,114546,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,10
2023-11-10,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,10
2023-11-10,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,10
2023-11-10,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,10
2023-11-13,Debt Held by the Public,null,26656511,26656297,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,13
2023-11-13,Intragovernmental Holdings,null,7047840,7044222,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,13
2023-11-13,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,13
2023-11-13,Debt Not Subject to Limit,Unamortized Discount (-),111276,113728,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,13
2023-11-13,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,13
2023-11-13,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,13
2023-11-13,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,13
2023-11-14,Debt Held by the Public,null,26682674,26656511,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,14
2023-11-14,Intragovernmental Holdings,null,7058085,7047840,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,14
2023-11-14,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,14
2023-11-14,Debt Not Subject to Limit,Unamortized Discount (-),112541,111276,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,14
2023-11-14,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,14
2023-11-14,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,14
2023-11-14,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,14
2023-11-15,Debt Held by the Public,null,26660732,26682674,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,15
2023-11-15,Intragovernmental Holdings,null,7042069,7058085,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,15
2023-11-15,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,15
2023-11-15,Debt Not Subject to Limit,Unamortized Discount (-),111720,112541,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,15
2023-11-15,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,15
2023-11-15,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,15
2023-11-15,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,15
2023-11-16,Debt Held by the Public,null,26692309,26660732,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,16
2023-11-16,Intragovernmental Holdings,null,7047831,7042069,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,16
2023-11-16,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,16
2023-11-16,Debt Not Subject to Limit,Unamortized Discount (-),114446,111720,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,16
2023-11-16,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,16
2023-11-16,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,16
2023-11-16,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,16
2023-11-17,Debt Held by the Public,null,26692228,26692309,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,17
2023-11-17,Intragovernmental Holdings,null,7053933,7047831,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,17
2023-11-17,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,17
2023-11-17,Debt Not Subject to Limit,Unamortized Discount (-),113620,114446,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,17
2023-11-17,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,17
2023-11-17,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,17
2023-11-17,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,17
2023-11-20,Debt Held by the Public,null,26692446,26692228,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,20
2023-11-20,Intragovernmental Holdings,null,7057731,7053933,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,20
2023-11-20,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,20
2023-11-20,Debt Not Subject to Limit,Unamortized Discount (-),111141,113620,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,20
2023-11-20,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,20
2023-11-20,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,20
2023-11-20,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,20
2023-11-21,Debt Held by the Public,null,26718585,26692446,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,21
2023-11-21,Intragovernmental Holdings,null,7067892,7057731,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,21
2023-11-21,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,21
2023-11-21,Debt Not Subject to Limit,Unamortized Discount (-),112746,111141,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,21
2023-11-21,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,1,2023,4,11,21
2023-11-21,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,1,2023,4,11,21
2023-11-21,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,1,2023,4,11,21
2023-11-22,Debt Held by the Public,null,26720115,26718585,26576222,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,1,2023,4,11,22
2023-11-22,Intragovernmental Holdings,null,7046303,7067892,7123358,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,1,2023,4,11,22
2023-11-22,Debt Not Subject to Limit,Other Debt (-),477,477,477,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,1,2023,4,11,22
2023-11-22,Debt Not Subject to Limit,Unamortized Discount (-),111916,112746,110111,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,1,2023,4,11,22
